0.000000000000000000e+00 0.000000000000000000e+00
2.272727272727272590e-05 1.062786402667697416e+01
4.545454545454545180e-05 -2.244798432719894876e+01
6.818181818181817092e-05 -1.017913066785809306e+01
9.090909090909090359e-05 1.554763947604735819e+01
1.136363636363636363e-04 -3.275179264840640059e+01
1.363636363636363418e-04 -1.821317932306672560e+01
1.590909090909090745e-04 -1.335940956318848549e+01
1.818181818181818072e-04 -2.510174149157213463e+01
2.045454545454545399e-04 1.112551572751786644e+01
2.272727272727272725e-04 -8.637582610407752881e+00
2.500000000000000052e-04 -8.810628419627906993e+00
2.727272727272726837e-04 -9.015818111731707774e+00
2.954545454545454163e-04 -2.186266022437263601e+01
3.181818181818181490e-04 1.472206093490540546e+00
3.409090909090908817e-04 1.350157420608307746e+01
3.636363636363636144e-04 1.275157876106284860e+01
3.863636363636363470e-04 9.433617131230755959e+00
4.090909090909090797e-04 2.036684820579684185e+01
4.318181818181818124e-04 1.536459966353529971e+01
4.545454545454545451e-04 1.676791172196022828e+01
4.772727272727272235e-04 2.318246900866827431e+01
5.000000000000000104e-04 -9.315810310883407830e-01
5.227272727272726889e-04 -5.686943067218273029e-01
5.454545454545453673e-04 -1.254151411659880111e+01
5.681818181818181542e-04 -1.866191372014326433e+01
5.909090909090908327e-04 1.765901084394829823e+01
6.136363636363636196e-04 -1.098744794145792802e+01
6.363636363636362980e-04 -2.980874488664544231e+01
6.590909090909090849e-04 -1.355647667653922528e-01
6.818181818181817634e-04 -3.462759639232306341e+01
7.045454545454545503e-04 -2.370570169279108796e+01
7.272727272727272287e-04 9.612352784086334978e+00
7.499999999999999072e-04 -8.827600159332614993e+00
7.727272727272726941e-04 4.733228429367539292e+00
7.954545454545453725e-04 2.998482826894094622e+00
8.181818181818181594e-04 9.015315425061681820e-01
8.409090909090908379e-04 2.894422075518996884e+00
8.636363636363636248e-04 -1.765122563258943345e+01
8.863636363636363032e-04 -1.630663481847519947e+01
9.090909090909090901e-04 -2.309960334679946659e+00
9.318181818181817686e-04 -6.226464088470025082e+00
9.545454545454544470e-04 -1.105914914363214319e+00
9.772727272727272339e-04 2.003417563474609153e+01
1.000000000000000021e-03 -1.590020521756722083e+01
1.022727272727272591e-03 -1.709272129715910538e+01
1.045454545454545378e-03 6.025687656642319645e+00
