0.000000000000000000e+00 0.000000000000000000e+00
1.250000000000000026e-03 1.411392249741241667e+00
2.500000000000000052e-03 7.430676782577909645e-01
3.749999999999999861e-03 1.124022903250650574e+00
5.000000000000000104e-03 1.892511336046026615e+00
6.250000000000000347e-03 5.678178394570948528e-01
7.499999999999999722e-03 3.772804033488298681e-02
8.750000000000000833e-03 6.717487074425017024e-01
1.000000000000000021e-02 -5.632615216425900240e-01
1.124999999999999958e-02 -1.371483430665215497e+00
1.250000000000000069e-02 -2.115055632427389476e-01
1.375000000000000007e-02 -4.390182941509631620e-01
1.499999999999999944e-02 -1.112072817362505184e+00
1.625000000000000056e-02 -1.662456663070882579e-02
1.750000000000000167e-02 -1.088460766736687318e-01
1.874999999999999931e-02 -1.166453224032814262e+00
2.000000000000000042e-02 -1.198097051308377320e-01
2.125000000000000153e-02 5.526516361316227144e-01
2.249999999999999917e-02 -3.111254748730790665e-01
2.375000000000000028e-02 5.258427438055819358e-01
2.500000000000000139e-02 1.565739561406606750e+00
2.624999999999999903e-02 7.165855096944596658e-01
2.750000000000000014e-02 9.553002133572304766e-01
2.875000000000000125e-02 1.650254236019806697e+00
2.999999999999999889e-02 3.620543926696301318e-02
3.125000000000000000e-02 -9.700461324468009350e-01
3.250000000000000111e-02 -4.208665453296625558e-01
3.375000000000000222e-02 -1.383126978777046823e+00
3.500000000000000333e-02 -2.008907194873789326e+00
3.624999999999999750e-02 -6.544260666796934967e-01
3.749999999999999861e-02 -5.615055632427387033e-01
3.874999999999999972e-02 -8.780721346921376291e-01
4.000000000000000083e-02 8.127558300187778251e-01
4.125000000000000194e-02 1.379634581320873243e+00
4.250000000000000305e-02 3.937018726613957798e-01
4.375000000000000416e-02 9.951153148029469042e-01
4.499999999999999833e-02 1.197136921705174384e+00
4.624999999999999944e-02 -1.688734708649922700e-01
4.750000000000000056e-02 1.711222809476187767e-01
4.875000000000000167e-02 8.643204928271035481e-01
5.000000000000000278e-02 -4.114496766047352483e-01
5.125000000000000389e-02 -5.375077504952390228e-01
5.249999999999999806e-02 3.921910897625074943e-01
5.374999999999999917e-02 -6.053767053546567078e-01
5.500000000000000028e-02 -1.145466643796811290e+00
5.625000000000000139e-02 -2.619066223429162843e-01
5.750000000000000250e-02 -1.027756721780925364e+00
5.875000000000000361e-02 -1.609216182031750098e+00
5.999999999999999778e-02 3.654716002503667974e-03
6.124999999999999889e-02 4.591822829143287210e-01
6.250000000000000000e-02 7.781745930520193866e-02
6.375000000000000111e-02 1.457507338865362989e+00
6.500000000000000222e-02 1.854711232297656665e+00
6.625000000000000333e-02 7.025229091543953031e-01
6.750000000000000444e-02 1.115663449121961692e+00
6.875000000000000555e-02 1.098775952548071810e+00
7.000000000000000666e-02 -8.332518960892950632e-01
7.125000000000000777e-02 -1.145893417991250551e+00
7.249999999999999500e-02 -5.588654265326450377e-01
7.374999999999999611e-02 -1.535832806446275622e+00
